2015-09-14,aaaa,[阿里18罗汉之一领投500万  1000匠人10万用户 他将手工艺品社区转变成电商](https://www.pencilnews.cn/p/347)
2015-09-15,aaaa,[融资1000万元  砸钱跳进“车货匹配”的坑 这次他转向物流底层系统](https://www.pencilnews.cn/p/352)
2015-09-16,aaaa,[小米为何投他？五年酝酿十月研发  上线当月  它的交易额即破亿美元](https://www.pencilnews.cn/p/371)
2015-09-17,aaaa,"[融资2000万美元 一年估值翻3倍 他如何将一个平价眼镜品牌包装成“快时尚""?](https://www.pencilnews.cn/p/382)"
2015-09-18,aaaa,[“扫尽”1000家街边汽修店  半年时间 他实现月流水300万元](https://www.pencilnews.cn/p/387)
2015-09-19,aaaa,[高颜值处女男获300万融资  他的“NEW”让用户打怪升级养成200个好习惯](https://www.pencilnews.cn/p/398)
2015-09-20,aaaa,[程序员接私活也能拿股权？融资306万元 他想把技术外包平台转型为孵化器](https://www.pencilnews.cn/p/408)
2015-09-21,aaaa,[他融了650万 他有一个微信号+视频栏目 他用“人话”讲出互联网金融](https://www.pencilnews.cn/p/430)
2015-09-22,aaaa,[王刚领投120万美元  四个月时间  他们把“企业版余额宝”规模做到近6亿](https://www.pencilnews.cn/p/435)
2015-09-25,aaaa,[融资300万元  进口电商大热他做出口：让18-25岁美国姑娘买单](https://www.pencilnews.cn/p/467)
2015-09-26,aaaa,[曾是杜蕾斯高管的他融资5000万  9个月造出90%烟卷口感的电子烟](https://www.pencilnews.cn/p/474)
2015-09-27,aaaa,[半年两轮融资5000万元 他的便携投影仪7个月卖出7000万销售额](https://www.pencilnews.cn/p/483)
2015-09-28,aaaa,[阿富汗死里逃生 现融资300万美元 他正实现40万用户的全球游学梦](https://www.pencilnews.cn/p/492)
2015-09-29,aaaa,[融资1000万元  他把办公软件植入智能路由器 已服务10000家公司](https://www.pencilnews.cn/p/503)
2015-09-30,aaaa,[真格险峰等为何投他？ 十年传统化纤生意  今日他做化纤B2B电商](https://www.pencilnews.cn/p/509)
2015-10-01,aaaa,[俞敏洪徐小平薛蛮子都投他 这哥俩搭的留学缴费平台  单月交易额过亿元](https://www.pencilnews.cn/p/515)
2015-10-02,aaaa,[IDG投他5000万 一把价值2000万的钥匙 开启他面辅料B2B电商之路](https://www.pencilnews.cn/p/521)
2015-10-03,aaaa,[游韩国找他 融资300万美元 手握400民宿 他为中国游客提供团购服务](https://www.pencilnews.cn/p/530)
2015-10-04,aaaa,[十八年霸气老会计  不做顶级事务所合伙人  甘当所有创业者CFO](https://www.pencilnews.cn/p/534)
2015-10-05,aaaa,[Airbnb去他们家办公了  融资100万美元  老厂房被改造成了超级办公室](https://www.pencilnews.cn/p/541)
2015-10-08,aaaa,[融资300万 1个月内 他​的平台积累60位技术大拿 可共享给500名创业者](https://www.pencilnews.cn/p/549)
2015-10-09,aaaa,[李丰蒋涛都投他 他搭了套测试系统 把产品致命BUG危害减至最小](https://www.pencilnews.cn/p/555)
2015-10-10,aaaa,[融资400万 他曾8年不用Office 1年时间他让2万用户同样摆脱Office](https://www.pencilnews.cn/p/562)
2015-10-11,aaaa,[洪泰投他300万元 12年厦门老律师 拖家带口来北京 要做创业者法律服务平台](https://www.pencilnews.cn/p/572)
2015-10-12,aaaa,[美女创业者 除了噱头还有什么？GirlUp的“蕾丝与花边”创业之路](https://www.pencilnews.cn/p/578)
2015-10-13,aaaa,[融资2000万 他的湖南米粉店已无收银员 他的云餐饮系统将打造四无餐厅](https://www.pencilnews.cn/p/582)
2015-10-14,aaaa,[融资3500万 1万名达人在这儿出售业余时间 上线8个月 月交易额1200万](https://www.pencilnews.cn/p/587)
2015-10-14,aaaa,[6个月5万幼师用户  融资200万  她要做200万幼师的社区+电商平台](https://www.pencilnews.cn/p/592)
2015-10-15,aaaa,[IDG敢投他 为拯救已死短信 他渗入到手机操作系统  拿下1200万激活用户](https://www.pencilnews.cn/p/596)
2015-10-16,aaaa,[天才少年离开华大基因创业去 融资2000万 他创立肠道微生物检测公司](https://www.pencilnews.cn/p/604)
2015-10-17,aaaa,[姚劲波投了这92年小伙  1个月他让100家高校学生宅在宿舍拿Offer](https://www.pencilnews.cn/p/616)
2015-10-18,aaaa,[4个月两轮融资4680万元 他的租房平台 为留学生提供100万个海外房源](https://www.pencilnews.cn/p/623)
2015-10-18,aaaa,[融资2000万美元 无需面签 15个月130万用户在他这申请贷款60亿元](https://www.pencilnews.cn/p/627)
2015-10-19,aaaa,[他是人工智能领域的独角兽 15个月融资7700万美元 两次刷新行业记录](https://www.pencilnews.cn/p/631)
2015-10-19,aaaa,[郭台铭、海尔赛富为何看上他？融资6000万 他们把智能家居产品卖向世界](https://www.pencilnews.cn/p/634)
2015-10-20,aaaa,[传统包装像粽子 他的产品一撕即开  两年时间 他卖出了2000万销售额](https://www.pencilnews.cn/p/639)
2015-10-20,aaaa,[融资900万元  这技术男跑去四线城市做跑腿服务 5个月覆盖全国8个城市](https://www.pencilnews.cn/p/642)
2015-10-21,aaaa,[他做微信熟人借款平台 上线3个月 他已与60多家金融机构达成合作](https://www.pencilnews.cn/p/647)
2015-10-22,aaaa,[卖掉5个学校  他们改做开放教育平台 一个月合作22个三四线城市补习机构](https://www.pencilnews.cn/p/650)
2015-10-22,aaaa,[融资30万美元  他要在创业圈燃起社交之火 横跨中美创业市场](https://www.pencilnews.cn/p/653)
2015-10-23,aaaa,[前谷歌大牛回国创业 三年坚持只为实现人机交互之梦 今日拿到谷歌C轮融资](https://www.pencilnews.cn/p/664)
2015-10-23,aaaa,[半个月时间 他开发了一个多肉植物分享社区  3年过去积累30万用户](https://www.pencilnews.cn/p/668)
2015-10-24,aaaa,[辞去快播CEO后 他一头扎进移动视频行业 1年摸索2年成型 3月获20万用户](https://www.pencilnews.cn/p/673)
2015-10-25,aaaa,[融资1200万元 他的理财平台年化收益竟达20% 上线24天规模破600万](https://www.pencilnews.cn/p/677)
2015-10-26,aaaa,[众筹115万元 她的平台可以出租自己包租别人 3个月积累10万粉丝](https://www.pencilnews.cn/p/680)
2015-10-26,aaaa,[融资600万元 他的足球App有8千支球队 上线2个月用户创建比赛1万场](https://www.pencilnews.cn/p/684)
2015-10-27,aaaa,[10年深耕招聘行业 他创办在线面试招聘网站 上线5个月 每月面试2万多人](https://www.pencilnews.cn/p/706)
2015-10-28,aaaa,[失去自由也紧抓机会 他的微躺车融资360万元 京东众筹一周人气第一](https://www.pencilnews.cn/p/711)
2015-10-28,aaaa,[融资375万元 一键呼叫 他的家庭管家即上门服务  半年覆盖40个小区](https://www.pencilnews.cn/p/714)
2015-10-29,aaaa,[真格投他600万  4个黑客干了个网络安全公司 3个月已服务30家客户](https://www.pencilnews.cn/p/720)
2015-10-30,aaaa,[雷军王刚敢投他 7000名小工384种服务 他的维修平台半年日订单破700](https://www.pencilnews.cn/p/726)
2015-10-30,aaaa,[融资180万 他为2万用户提供私人助理服务 上线7个月 月交易额破20万](https://www.pencilnews.cn/p/730)
2015-10-31,aaaa,[新京城四少张量投他1500万 5个月 他的平台让16万用户借款3100万](https://www.pencilnews.cn/p/739)
2015-10-31,aaaa,[她要让国内95%女孩穿对内衣 18个版本更迭 她的产品登京东众筹超募5倍](https://www.pencilnews.cn/p/745)
2015-11-01,aaaa,[融资3200万 16个月 他的互联网金融平台完成5亿成交额 累计用户11万](https://www.pencilnews.cn/p/751)
2015-11-01,aaaa,[目睹硬件创业血泪史 融资400万美元 他的孵化器已为41个团队对接供应链](https://www.pencilnews.cn/p/754)
2015-11-02,aaaa,[他原本只想查个篮球场 两轮融资后产品火了 180万用户都去那查企业信息](https://www.pencilnews.cn/p/757)
2015-11-03,aaaa,[初为人父时他破产 小孩6岁他融3960万 成国内最大智能早教内容提供商](https://www.pencilnews.cn/p/761)
2015-11-03,aaaa,[猜题游戏也能营销赚钱 融资1000万元 她的社交平台吸引了100位明星艺人](https://www.pencilnews.cn/p/764)
2015-11-04,aaaa,[1年前被50位投资人所拒 如今已融资3轮 他只想为800万金融从业者找工作](https://www.pencilnews.cn/p/769)
2015-11-05,aaaa,[快的创始人看上了他 融资1000万美元 他的运力交易平台月交易额破2千万](https://www.pencilnews.cn/p/784)
2015-11-06,aaaa,[给包工头贷款 为工人理财 融资1000万元 他欲撬动20年未变的建筑行业](https://www.pencilnews.cn/p/790)
2015-11-07,aaaa,[IDG投他 访谈500名糖尿病病人 他的App正实时管理60万患者的健康状况](https://www.pencilnews.cn/p/793)
2015-11-07,aaaa,[融资1千万 他和江南愤青合开金融超市 账户能跨平台买产品 朋友买啥可跟单](https://www.pencilnews.cn/p/798)
2015-11-08,aaaa,[她懂500万海归群体 融资1400万 4个月她为2568家企业输送1万海归人才](https://www.pencilnews.cn/p/801)
2015-11-09,aaaa,[为二手车商提供买车资金 融资245万 这个众筹理财平台年化收益超过25%](https://www.pencilnews.cn/p/823)
2015-11-09,aaaa,[他撤出O2O入煤矿领域创业 矿主发单司机抢 4个月2万司机流水破千万](https://www.pencilnews.cn/p/826)
2015-11-10,aaaa,[俞敏洪及10位明星入股 半年前融资80万美元 他的社交App没上线即估值3亿](https://www.pencilnews.cn/p/829)
2015-11-11,aaaa,[他曾是首席微博小编 而今融资270万元 他要做社区场景的“Uber”](https://www.pencilnews.cn/p/833)
2015-11-11,aaaa,[全国3000花店3万用户  她想做鲜花领域的“饿了么”](https://www.pencilnews.cn/p/835)
2015-11-12,aaaa,[一个月估值一亿  他用6.3克的小东西把iPhone变双卡双待手机](https://www.pencilnews.cn/p/848)
2015-11-12,aaaa,[融资350万元 四年酝酿 他的农村科幻动画终获认可 2个月点击量4600万](https://www.pencilnews.cn/p/853)
2015-11-13,aaaa,[融资2500万美元 他要再造美国版淘宝 10个月 月交易额5300万美元](https://www.pencilnews.cn/p/858)
2015-11-13,aaaa,[获洪泰300万元投资 3D小熊爆红后  她把孩子的涂鸦变成1000个玩偶](https://www.pencilnews.cn/p/861)
2015-11-14,aaaa,[仅融资200万 他却孵化了4部原创动漫 其中2部累计点击量破1.3亿](https://www.pencilnews.cn/p/866)
2015-11-15,aaaa,[融资200万 他的足球App有40%活跃用户 只做赛事+内容 已协办23场比赛](https://www.pencilnews.cn/p/872)
2015-11-16,aaaa,[融资2000万 四年砸6000万元 他拿下世界苗木品种权老大独家授权](https://www.pencilnews.cn/p/886)
2015-11-16,aaaa,[沉淀10年 他只为创立设计师高端女装品牌 产品3年修炼内功 已出5个系列](https://www.pencilnews.cn/p/889)
2015-11-17,aaaa,[让漂亮女生减脂增肌 他的主食沙拉当晚下单次日送到 复购率为40%](https://www.pencilnews.cn/p/892)
2015-11-17,aaaa,[连接投资者和操盘手 他建立操盘手共享平台 上线1日 投资总额100万元](https://www.pencilnews.cn/p/895)
2015-11-18,aaaa,[融资440万 他的联合办公空间 开业7日入住率70% 半年扩张10000平米](https://www.pencilnews.cn/p/900)
2015-11-19,aaaa,[获洪泰200万投资 她的平台只卖小黑裙 上线100天17万用户 已售4千条](https://www.pencilnews.cn/p/907)
2015-11-19,aaaa,[10天融1070万 他的股民互动平台两年140万用户 如今要做线上证券营业厅](https://www.pencilnews.cn/p/910)
2015-11-20,aaaa,[种子轮融3千万 他的智能自适应系统 要掀掉网络教育的盘](https://www.pencilnews.cn/p/915)
2015-11-20,aaaa,[融资500万  他的真实社交平台支持异性当天约见 上线9天用户6000](https://www.pencilnews.cn/p/918)
2015-11-21,aaaa,[它是美妆领域的7-11 半年前融3千万 2个月签约500店 已有11家连锁](https://www.pencilnews.cn/p/921)
2015-11-22,aaaa,[融资300万 他放弃2千万用户转做家庭应用 帮家长管熊孩子 已有180万用户](https://www.pencilnews.cn/p/924)
2015-11-22,aaaa,[他有3000万单身男女数据 他用手机通讯录解决婚恋交友问题 上线10月130万用户](https://www.pencilnews.cn/p/928)
2015-11-23,aaaa,[上线6个月 它打通供应链软件与金融平台 已服务900家零售店、1.2万个供应商](https://www.pencilnews.cn/p/934)
2015-11-24,aaaa,[融资500万 1万亲子活动信息 300家商户门票 他告诉20万家长带孩子去哪玩](https://www.pencilnews.cn/p/942)
2015-11-24,aaaa,[融资500万元 他用基因检测高发重症 上线2月售出2000份](https://www.pencilnews.cn/p/945)
2015-11-25,aaaa,[天使融资1千万 他的互联网售后平台有2千维修师 已覆盖4大城市 月订单2万](https://www.pencilnews.cn/p/948)
2015-11-25,aaaa,[融资1千万 上线3月 她的平台有10万学生提交难题 2400个老师在线答疑](https://www.pencilnews.cn/p/951)
2015-11-26,aaaa,[黄晓明投资这个辣妈 她要让产后妈妈变成少女身材 已有1万用户](https://www.pencilnews.cn/p/954)
2015-11-26,aaaa,[融资220万美元 深扎硅谷10年 他用3行代码让企业拥有数据分析师](https://www.pencilnews.cn/p/960)
2015-11-27,aaaa,[一年前融资3千万 他的理财产品成功躲过股灾 已发布14支产品 累计规模15亿](https://www.pencilnews.cn/p/968)
2015-11-27,aaaa,[融资4000万 历经90天研发 他的智能烤箱让食物烤得更嫩](https://www.pencilnews.cn/p/971)
2015-11-28,aaaa,[融资3000万 他把自助咖啡机租给上班族 只收租金管运维 已投放上百台](https://www.pencilnews.cn/p/979)
2015-11-28,aaaa,[众筹500万 她的自助仓提供小型物品存放服务 不到2年6家店 用户2万](https://www.pencilnews.cn/p/982)
2015-11-29,aaaa,[实时记录爱爱数据 与陌生人PK排名 融资300万 他是爱爱的甜蜜小恶魔](https://www.pencilnews.cn/p/989)
2015-11-29,aaaa,[融资300万元 30家宠物店使用她的供货管理服务 月流水80万元](https://www.pencilnews.cn/p/992)
2015-11-30,aaaa,[融资1亿元 经历股票黑天鹅事件后 他在2%的存活率中幸存下来 4个月后复苏](https://www.pencilnews.cn/p/995)
2015-11-30,aaaa,[融资700万元 他的无线充电钱包登上纽约时装周 12个月售出2300件](https://www.pencilnews.cn/p/998)
2015-12-01,aaaa,[3000路边店看上他的人工收银台 两轮融资后 分布18个城市 日流水220万](https://www.pencilnews.cn/p/1003)
2015-12-02,aaaa,[专注15分钟快剪 不烫不染不办卡 融资3千万 他有90名发型师 25家美发店](https://www.pencilnews.cn/p/1009)
2015-12-02,aaaa,[融资300万美元他转做游戏社交 上线4个月 200万用户在这共享游戏荣誉](https://www.pencilnews.cn/p/1012)
2015-12-03,aaaa,[获红杉6000万A轮融资 他让机器数据也能“百度”一下 1秒搜索10亿条数据](https://www.pencilnews.cn/p/1016)
2015-12-03,aaaa,[融资1000万 90%员工曾弃他而去 细化场景后 他专注为创业者发放员工福利](https://www.pencilnews.cn/p/1022)
2015-12-03,aaaa,[获红杉6000万A轮融资 他让机器数据也能“百度”一下 1秒搜索10亿条数据](https://www.pencilnews.cn/p/1025)
2015-12-04,aaaa,[融资200万 他的平台提供美业资讯 用户在线选手艺人 已入驻100位美发大咖](https://www.pencilnews.cn/p/1031)
2015-12-05,aaaa,[他是马路杀手的杀手 融资500万元 他的互联网驾校2个月开进4座城市](https://www.pencilnews.cn/p/1035)
2015-12-05,aaaa,[融资5千万 4个月拆5千辆车 让配件回收再利用 他是智慧的“拆车匠”](https://www.pencilnews.cn/p/1038)
2015-12-06,aaaa,[融资500万元 他拿下2098个停车位的经营权租给车主 月订单额超过50万](https://www.pencilnews.cn/p/1046)
2015-12-06,aaaa,[融资300万 她的同人阅读平台可屏蔽无感内容 2个月征集1万部作品](https://www.pencilnews.cn/p/1049)
2015-12-07,aaaa,[他的狼性打动盛希泰 从业12年 他要为纹身行业正名 平台上线2个月用户4万](https://www.pencilnews.cn/p/1052)
2015-12-07,aaaa,[专注钟点房“开房”服务 根据位置匹配房间 已签约26000家酒店 日订单3000](https://www.pencilnews.cn/p/1055)
2015-12-08,aaaa,[融资500万 手握100万精准妈妈用户 他要做知乎+今日头条版母婴社区](https://www.pencilnews.cn/p/1059)
2015-12-08,aaaa,[数秒搜出性价比最高国内外机票组合 已接入百家航空公司](https://www.pencilnews.cn/p/1063)
2015-12-09,aaaa,[融资4600万元 她想做年轻女性的闺蜜 1年推出9部女性视频 播放量6亿次](https://www.pencilnews.cn/p/1068)
2015-12-09,aaaa,[融资500万 他们要做自营互联网驾校 最不愁招生 线下有4大驾校100名教练](https://www.pencilnews.cn/p/1071)
2015-12-10,aaaa,[过去39年 他内心仅存医生梦想 获IDG投资后 他的App助5千病人术后康复](https://www.pencilnews.cn/p/1075)
2015-12-10,aaaa,[已入驻南极圈 未上线便有20订单  她要做员工入职前的福尔摩斯](https://www.pencilnews.cn/p/1078)
2015-12-11,aaaa,[融资500万 他用众筹方式卖定制T恤  平台负责生产物流 销量破5万件](https://www.pencilnews.cn/p/1081)
2015-12-12,aaaa,[融资1000万 他为京东500商家提供代运营服务后 业务延伸至跨境外贸](https://www.pencilnews.cn/p/1084)
2015-12-12,aaaa,[融资100万 他的智能机器人能帮约陌生人看电影 两周用户自然增长1200名](https://www.pencilnews.cn/p/1087)
2015-12-13,aaaa,[薛蛮子、麦涛合投   他每天在1620万只消毒碗上广告 向洗碗厂、广告主募资](https://www.pencilnews.cn/p/1091)
2015-12-13,aaaa,[天使融资1000万 她打通艺术品与互联网金融 平台上线10个月交易额9200万元](https://www.pencilnews.cn/p/1096)
2015-12-14,aaaa,[融资600万 他的平台有6千套短租房源 零利润、免交易佣金 已进驻6座城市](https://www.pencilnews.cn/p/1099)
2015-12-14,aaaa,[融资800万 5万用户在这儿找网球教练+球友+赛事 已与2000家球馆合作](https://www.pencilnews.cn/p/1102)
2015-12-15,aaaa,[两轮融资后 他从同城物流干到生鲜快送 已有20个社区冷链仓 日订单超6千](https://www.pencilnews.cn/p/1105)
2015-12-15,aaaa,[融资940万元 他的职业社交平台主打线下约会 上线1年8万注册用户](https://www.pencilnews.cn/p/1108)
2015-12-16,aaaa,[融资952万美元 她的理财平台是熟人担保模式 已向5千家小微企业贷款10亿](https://www.pencilnews.cn/p/1111)
2015-12-16,aaaa,[完成A轮融资 他帮20家百万量级App做移动电商 转化率最高10% 吸引数千供货商](https://www.pencilnews.cn/p/1114)
2015-12-17,aaaa,[融资100万美元 1万用户在这拍卖奢侈品 1元起拍 他的平台月交易额120万](https://www.pencilnews.cn/p/1118)
2015-12-17,aaaa,[获FreeS投资 他打中传统招聘的七寸 搭建一个互助社区 已有1500名HR](https://www.pencilnews.cn/p/1123)
2015-12-18,aaaa,[离开百度文学后 融资850万元 他与14名伙伴全员持股创业 做移动阅读平台](https://www.pencilnews.cn/p/1127)
2015-12-18,aaaa,[解决50万美股投资者心病 融资1200万 这个平台交易0佣金 3分钟内开户](https://www.pencilnews.cn/p/1130)
2015-12-19,aaaa,[胡海泉注资400万 他为拍卖行实现艺术品同步竞拍 集结经纪人全球扫货](https://www.pencilnews.cn/p/1139)
2015-12-19,aaaa,[他的电商每月卖出900万元艺术品 从源头拓展品类 模式为竞价拍卖](https://www.pencilnews.cn/p/1141)
2015-12-20,aaaa,[你有病它智能推荐药 融资800万元 他用100万推广费获得200万用户](https://www.pencilnews.cn/p/1143)
2015-12-21,aaaa,[薛蛮子蔡文胜投资500万 她将段子与营销结合 拍摄出超4亿点击搞笑短视频](https://www.pencilnews.cn/p/1147)
2015-12-22,aaaa,[他要做航运界的携程 让货主订舱跟开房一样简单](https://www.pencilnews.cn/p/1150)
2015-12-22,aaaa,[已获两轮融资 他实时监测300万高血压患者血压状况 远程分析数据对接医生](https://www.pencilnews.cn/p/1156)
2015-12-23,aaaa,[她用相机拍出会说话的图片 吸引30万用户来玩图片社交](https://www.pencilnews.cn/p/1160)
2015-12-23,aaaa,[这是个有1500名关怀师的情感互助社区 它的智能小机器人已抚慰8万用户](https://www.pencilnews.cn/p/1164)
2015-12-24,aaaa,[融资250万元 他有一个植物美学生活平台 让8万用户一起免费学花艺](https://www.pencilnews.cn/p/1167)
2015-12-24,aaaa,[融资120万 这些贱贱的表情居然出自他手  2900张疯传2亿人次](https://www.pencilnews.cn/p/1171)
2015-12-25,aaaa,[融资1165万 他钟情于“克制”的情趣社交 让 1100万用户温和谈性](https://www.pencilnews.cn/p/1175)
2015-12-25,aaaa,[交千万学费后 他立志孵化大厨创业 提供资金店面策划 已有3款美食2家餐厅](https://www.pencilnews.cn/p/1179)
2015-12-27,aaaa,[他当了15年传统牛肉供应商 现自掀底裤 做进口牛肉电商 将利润砍掉近90%](https://www.pencilnews.cn/p/1184)
2015-12-27,aaaa,[融资300万 他说餐饮互联网+只解决营销问题 已转向供应链管理系统](https://www.pencilnews.cn/p/1188)
2015-12-27,aaaa,[李亚鹏是他合伙人 获蔡文胜900万投资 他教女生穿衣打扮 做海外女装电商平台](https://www.pencilnews.cn/p/1190)
2015-12-28,aaaa,[“唐人接”安晶说 他做的不是旅游是车行品牌 成立半年月订单3500](https://www.pencilnews.cn/p/1193)
2015-12-29,aaaa,[获1000万融资 他做运动相机是为生产好内容 已与3部影视剧合作 卖出1万台](https://www.pencilnews.cn/p/1198)
2015-12-29,aaaa,[拍酒标便知红酒故事 积累50万用户后 他成了电商平台 每周售1千瓶](https://www.pencilnews.cn/p/1200)
2015-12-30,aaaa,[白领吃快餐不再排队 融资1200万 “趣吃饭”给300快餐店提供点餐系统和智能自提柜](https://www.pencilnews.cn/p/1207)
2015-12-30,aaaa,[她与1000名独立摄影师合作 已留下2000女孩美丽身影 平台累计４万用户](https://www.pencilnews.cn/p/1211)
2015-12-31,aaaa,[他把跨境支付成本一削为零 150个出口电商入驻 每天省手续费2万元](https://www.pencilnews.cn/p/1214)
2016-01-01,aaaa,[融资6200万元  4年间  他从1个便利店老板  变身O2O生鲜电商小巨头 月销1200万](https://www.pencilnews.cn/p/1217)
2016-01-02,aaaa,[融资1350万 他曾是中科院博导 创业3年 将国产关节型机器人价格拉低50%](https://www.pencilnews.cn/p/1220)
2016-01-04,aaaa,[融资1100万 他与3万用户一起玩语言Cosplay 已创作1.4万部作品](https://www.pencilnews.cn/p/1224)
2016-01-04,aaaa,[融资300万 改变传统影视制作流程 他直通企业与视频制作方 月交易额50万](https://www.pencilnews.cn/p/1228)
2016-01-05,aaaa,[铅笔道获480万融资 5个月内容创业 他们报道200名创业者 阅读量240万](https://www.pencilnews.cn/p/1230)
2016-01-06,aaaa,[获B轮融资 接入他的SDK后  APP一键实现支付功能 一年间用户从100到6337](https://www.pencilnews.cn/p/1236)
2016-01-07,aaaa,[懒财网：他曾是理财白痴 却为11.8万用户实现自动化理财 管理规模15.4亿](https://www.pencilnews.cn/p/1241)
2016-01-07,aaaa,[他为信鸽打造智能脚环 首次看到比赛飞行轨迹 再也不怕作弊了](https://www.pencilnews.cn/p/1244)
2016-01-07,aaaa,[融资600万 车品行业现找字头电商 获100家品牌独家授权 比市场价低10%](https://www.pencilnews.cn/p/1254)
2016-01-08,aaaa,[融资4500万 俞敏洪相中的儿童安全手表 让家长30秒绑定App 年售35万台](https://www.pencilnews.cn/p/1260)
2016-01-08,aaaa,[痛恨机场停车问题找他 融资1000万 他的泊车服务覆盖8大机场 月订单2万](https://www.pencilnews.cn/p/1263)
2016-01-09,aaaa,[融资200万美元 他弃1亿元股份 上线体育熟人社交平台  聚集20万体育爱好者](https://www.pencilnews.cn/p/1267)
2016-01-09,aaaa,[融资450万 2万患者在这寻诊 留存率89% 专家医生问诊 基层医生随访](https://www.pencilnews.cn/p/1271)
